15	1947265	9	充满导演个人色彩的写意之作,放浪不羁,个性十足,打斗激烈,热血爆棚,还有通篇的槽点,总之太赞了!
16	1308819	7	她又胖了。Darcy还是原来的Darcy。这两个人的斗殴还是和以前一样的喜感。电影散场，梦还是残缺的。
17	1308819	10	真正勇敢的单身女郎就算关进监狱也要大声唱歌。故事写错了另起一行就是，明天起重新回到生活轨道。
18	1308819	10	自上集两帅哥打得鼻青脸成劲爆点后，本集配着欢快的音乐继续厮打。BJ的水桶腰仍束着阿嬷大内裤，肥嘟嘟的肉脸和香肠嘴延续傻大姐风范，她神经大条、笨手笨脚，却总能上演丑女大翻身。上集科林大叔戏份不多，本集他的性感、绅士、深情成了最大看点，休格兰特再次沦为炮灰。两部BJ的歌曲都非常棒。
19	1308819	8	年轻时看没觉得，现在再看觉得编剧真不是人，安排Mark Darcy这样的男人这样谈恋爱，还让不让别人谈恋爱了？！
20	1308819	8	2007-2-23
21	10746041	7	疯狂至极
22	10746041	7	故事再好一点就完美了。细节赞。
23	10746041	9	动画界污力老司机。
24	10746041	6	有点污
25	10746041	6	屎上最污粘液MORNING WOOD~~~~~`
26	1401329	8	多角情欲主题：人类情欲需求的游离不定，在高度礼仪规范化的日本家庭中，游丝紊乱暗潮激涌的性状。从大正三部曲开始，铃木清顺彻底不讲故事了，影像只为抒情写意，这种取舍让铃木清顺从匠人蜕变成了大师。话说在女性口腔和裆下显现的红色螃蟹，可谓是影史上冲击力最强的超现实主义影像之一【9↑】
27	1401329	10	追求极致的音乐、色彩、布景、运镜，观影过程却难令我耽美。对情欲克制却无限诱人的呈现，对死亡无底线的迷恋，梦境迂回，哀婉与凄艳之美都源自某种危险的空洞和不健全。最好的部分是三盲丐的简洁穿插，让我想起布鲁盖尔的那幅画。最喜欢雪地绳缚+酒肆灯灭。三星有点出于最近给罗曼罗兰感染的以德是瞻
28	1401329	6	4.5。黑披风！你喜欢我的骨头吗？①铃木清顺“浪漫三部曲”之一。②序幕于萨拉塞蒂老唱片，宛似谱一曲私密史诗。③全片时空陡转、隐喻满布，诡谲如寺山修司。④两男一女卖唱行乞的盲艺人。⑤沙砾入眼以舌舔舐+1。⑥外围空间：木桥隧道海滩山崖。⑦中砂自葬于樱树&士兵被葬于青松，一者速朽一者永垂。
29	1401329	10	おかしな、変な、不思議な、面妖な、奇天烈な、怪しい……大正诡异啊，平成年代的人大概再也拍不出这种异色气质了。
30	1401329	10	d9
31	1296246	8	好看好看！一个人看电影果然很爽！
32	1296246	8	Have You Ever Really Loved a Woman? https://www.youtube.com/watch?v=Vqp0O6vqJmQ
33	1296246	9	色心难改 Johnny Depp was so wonderful
34	1296246	7	趁今天是约翰尼德普的生日，特地看了这个片子~恩~感觉豆瓣这片子的分数略高啊，难道是为了马龙白兰度么？我只想说，里面的约翰尼德普好帅啊，浪漫是可以传染的！！
35	1296246	9	浪漫的极致。现实也好，虚幻也好，你眼里所看到的是什么世界呈现出的就是怎样的人生态度。双线并驾齐驱，最终完美结合在一起，又诗意又浪漫，又激荡又动人。JohnnyDepp和MarlonBrando两代男神联袂出演，相当完美的组合。
36	19955871	8	我有一台山地车，我从来也不骑
37	19955871	6	山地自行车精彩片段展示片。大自然成功解放天性
38	19955871	9	自行车风光片
39	19955871	6	好译名，好配乐。这些人觉得就这么在车轮上燃烧生命也不错。
40	19955871	8	我总是沉迷于不同地方的景色
41	1294438	8	搏击俱乐部的大鸡鸡。今敏的精分演员。索拉里斯的海边别墅。穆赫兰道的双女之梦。实体化的心灵舞台。独角戏。极简的布置，室内剧感。海边的奔走长镜。叙事过于碎块化。看的第一部英格玛·伯格曼，太多可作起源性的符号参照解读，先行作个四星基准。摄影让人惊叹，忍不住再加一星。
42	1294438	7	两人的关系可看作是所有关系的一个总结和缩影，具有强烈的普世性，痛苦是人生的本质，精神炼狱是最终归宿，当假面脱落，外在崩塌，影像重合，一度无限接近的她们必然再次疏远；电影不是一种记录，而是一种梦幻；“我的电影从来无意写实，它们是镜子，是现实的片断，几乎跟梦一样。”
43	1294438	7	梦是唯一的真实。语言是人类的囚笼。世界上的另一个我是无法告白的假面。
44	1294438	7	从来没有一部电影会让我莫名其妙的去关注和记忆每一个镜头。这是一部很形而上的电影，包括了哲学和心理学。我的理解是一个演员分裂成了两个人在体验生活和对付生活。
45	1294438	9	这确实是一部为了电影才能构思出来的电影
46	25787475	7	妈妈一定会以为我在看SM性爱录像٩(๑❛ᴗ❛๑)۶
47	25787475	9	历史频道愈发媚俗，剧中很多桥段都严重违背史实，间谍论这种一面之词也被搬来。我们怀念胡迪尼并不是因为他魔术多精湛，而是在科学不发达，愚昧丛生的年代，他致力于揭露伪科学。
48	25787475	6	期望值原不高，意外地却还好看，许多魔术桥段反复呈现，但每次抖包袱，仍叫人看得屏住呼吸、手心捏汗。 Adrien.Brody 的眼袋和脸上掩饰不住的倦色告诉我，男神老了。
49	25787475	9	纸小鸟那个魔术不错，没揭秘，柯南道尔和马克吐温在这片子里都变成傻逼了，哎
50	25787475	6	该迷你剧强于好多美剧和电视电影~艾德里安布洛迪的演技真不是盖的，演啥像啥！他个性的鼻子及其样貌非常适合扮演来自上个世纪甚至更久之前的不凡人物，本剧讲述了魔术师胡迪尼的一生，从儿时开窍到青年巅峰再到中年痴狂再到行将就木~该剧既揭示了一些魔术的伎俩，又保持了魔术的神秘性！这是一部佳作！
51	1432778	6	以侧面描写主人公为主 手法独特而犀利
52	1432778	8	有点《公民凯恩》式剥洋葱叙事的影子，形式不错，可是这么好的主题玩砸了
53	1432778	10	借用公民凯恩的结构，筱田正浩尝试了不少东西
54	1432778	6	又是那种借多人叙述抽丝剥茧丰富人物性格的叙事结构。运镜很有特点，结尾的主观加手持更是与众不同。
55	1432778	8	日本剑戟片大多喜爱用别人的回忆或口述，拼凑还原出形象丰满的冠世英豪。筱田正浩更为显著，淡化动作武指方面的笔墨，着重突出个性鲜明的主角。《盲女阿铃》《枪圣权三》皆如是。运镜也很流畅柔美，只是暗涌的忠勇情结很难全情投入。
56	2286311	7	E.P de René Viénet Détournement de 唐手跆拳道 de 屠光启
57	2286311	10	有趣的实验电影
58	2286311	9	情境主义功夫片，叙述国家资本主义下无产阶级与官僚资本的冲突......
59	2286311	10	Détournement实践，但只是音轨的再加工
60	2286311	7	
61	1305747	6	演员阵容强大除了霍普以外还有维克多.麦克拉格伦和沃尔特.布伦南，当然不管有什么样的演技高手这还是一部典型的鲍勃.霍普电影，布伦南也一如既往的万金油，只要有他参与的桥段都有种自然流露的喜感，而公主真是个鸡肋角色几乎就是个活道具。。。PS脱线先生中的纹身洗澡桥段的灵感或许就来自本片
62	1305747	8	3.5/5 脱口秀
63	1305747	9	好玩
64	1305747	10	整部电影像是一出真正的戏剧#男主长得很适合演喜剧#许多场景都很有感觉，是像故事一样的皇室复古#国王真的好像扑克牌啊23333#像结局一样，男主笑着说拼死救出了公主最后却为别人做了嫁衣，所以以后遇到这样的事情，就当作自己演了一个喜剧笑一笑平静的过去了
65	1305747	8	大学时上课时放的，非常好笑。
66	1863433	8	出来混，迟早要还的
67	1863433	9	当年被《看电影》上一张剧照蒙骗而在北京千辛万苦地寻到这张碟，传说是外国版PTU，其实吧，没什么相似。D版碟翻译全是错的，只好靠听力，幸好不是太难……还是挺好看的，色彩不错，带着气球飞向月亮的小猴子是标准的煽情点。
68	1863433	10	真的很有杜琪峰风格，其实结构和情节细节设置都不错，值得4分。不过也就像LG所说，看完了不理解想表达什么。这也是应试教育下的弊端吧
69	1863433	7	很有老电影的风格
70	1863433	8	20180522 GTL 好片，中规中矩，剧情好，节奏好，最后是会飞的猴子。各种细节增添了片子的力度和真实感，和人妖的偶然冲突造成男主的死亡、希望猴子飞的儿童，陌路女的死，有种的洗碗工。
71	1305214	10	我更愿意听辛拉特纳的歌
72	1305214	6	果然是那个年代才能有的欢快调调，后面大逃亡时的紧张气氛也营造不错，虽然把敌人拍的还是很蠢。结尾用个人悲剧换来了集体胜利，有点意外。
73	1305214	8	经典的战俘大逃亡片，更是一场另类的铁道旅行大片！那列被劫持的火车，从意大利南部的某战俘营出发，一路穿过罗马、佛罗伦萨、维罗纳和米兰，最后一头扎进阿尔卑斯山，逃到了安全的瑞士！剧情时而紧张刺激，时而令人捧腹。美丽的画面背后，亦有黯然神伤之处。各方面都完成的极好，除了德军稍稍弱智了一点。
74	1305214	8	感谢豆列http://movie.douban.com/doulist/32755/！
75	1305214	6	启发了肖申克的救赎许多越狱场景
76	1298040	8	哈哈哈梁朝伟很可爱
77	1298040	7	演员如今都是大牌，冲这颜值给高分
78	1298040	8	经典，以前的电影都很有感觉，故事都很凄美，现在的……不忍直视
79	1298040	9	没有了张国荣，这个系列还怎么……啊，真香。梁朝伟和张学友喜剧天赋满分，王祖贤利智还是美，不管故事单薄与否，加入了和尚这个元素竟然给系列平添了一份纯真的感觉，这部也是三部曲里我看的最嗨皮的一部
80	1298040	10	徐克与程小东合作的《倩女幽魂》，拍到第三集时作了一个相当大的变动，原来的书生张国荣与道士午马退出演员阵容，改由梁朝伟饰演的十方和尚担纲，张学友饰演的燕赤霞则以他的偶像命名，而原来的倩女王祖贤和姥姥刘兆铭则保留，加上性感的利智饰演冶艳女鬼。就是诱惑来诱惑去，没多大意思。
81	1300754	6	每次老牛吃嫩草的时候我都觉得的确是污点
82	1300754	10	由于一个含义存疑的单词Spooky而被扣上种族主义的帽子，丢掉了大学任教的工作，但皮肤近白的他却不能或更准确地说是不肯以自己的黑人身份去抗辩，因为这正是他穷其一生不惜代价也要隐瞒的天大秘密！……史上最难归为天理昭昭的诗意正义。选角霍普金斯与基德曼受到诟病，加之俩人在戏中也确实不来电。
83	1300754	7	虐恋啊，人种论，种族歧视。Miller这里要不要太帅啊，真心觉得瘦对男人很重要。
84	1300754	9	我更喜欢原著 虽然在某種意义上类似于哲学论文 但是人物置于道德和政治的横向语境 讓我更以瞥見美國當代文化背景 而且將人物命運探索指向更深的境地. 電影太多的關係和影響輕描淡寫了.驚喜於nicole的＂突破性＂表演 和miller青澀的樣子.
85	1300754	6	三星给演员的出色演技，一星给最爱的妮可基德曼。她抽烟时的落拓，跳舞时的优雅，无不像艺术品。
86	1417945	7	日語唱板牙調調真是怪死了 居然出現環法那個老頭子(-_-;)
87	1417945	10	相当有feel的小品式作品 吐槽一下日语西班牙风格- -要是换西班牙语应该非常棒的歌才对。。
88	1417945	9	拿出来重看，终于能看懂了，绝对的五星，ost绝赞！
89	1417945	6	为了那首经典歌曲,也应该围观一下...
90	1417945	10	写《不去会死》的那个日本人也说安达卢西亚酒馆很美味，当地人很热情。我要40度的天去啊
91	1292403	9	美国七八十年代的经典电影全让罗伯特德尼罗给演了
92	1292403	7	我很想知道越南人当时是不是真把那游戏当娱乐了。片子太主观，但不是错。前戏虽然太长，但看20分钟就知道是好片子。克里斯托弗明显演得比德尼罗好，而片子开头把德尼罗的名字放在导演前面，就说明是靠他老人家赚票房的，因此硬汉形象从头撑到尾，审美疲劳。音乐好，但最后GOD BLESS AMERICA太好笑，弄半天是美国人被欺负了啊……
93	1292403	9	又臭又长
94	1292403	9	开头的婚礼无疑是场面中的经典片段
95	1292403	8	#欣赏不来系列#不同年代的情节完全没有过渡，显得有些生硬；Leaky的黑化（或者是走火入魔？）也是有些看不懂，战争综合症？猎鹿的寓意也不是很懂，唯一印象深刻的是众人在酒吧合唱can't keep my eyes off you
96	1300583	9	挺舒服的小品剧，Russell Crowe真萌~~~
97	1300583	6	两个老太太引人深思，两个lads很帅很来电。个人非常不喜欢那个爸爸，自我意识太强，两次故意介入破坏了儿子和官配的好事。说自己never ashamed of Jeff，却羞于告诉女朋友这个事实。这不是羞耻心作祟是什么？
98	1300583	8	史上最萌父子抱团袭来！那时候的罗素·克劳真是嫩得能掐出水来。★★★
99	1300583	7	2016.10.19 一部温馨的小品，自然而流畅。祖母的那段故事简直惨烈，我都有些不忍心打上“喜剧”的标签了。年轻时的Russell Crowe真是如假包换的帅哥。
100	1300583	7	把电影做成一本书，读一本书时，一切感受都变得再自然不过！【耻于杰夫？不会！失望？是的，失望于我永远不会有孙子孙女。我很愿意相信，他会错过一些美好的事，像我和他妈妈一样，播种生命，看着它成长。看着他。但当他绝不会不会拥有这些时，我只希望他拥有一切他能有的！】
101	1308836	9	梅格•福克斯也有在校园片里演坏女配的时候，而且其实还蛮适合的。林赛再次证明了成名太早是悲剧。
102	1308836	9	LindsayLohan 很棒 但是这部太少女了 不喜欢
103	1308836	7	I know my new york.musical还是魅力无穷阿，跳舞吧唱歌吧，drama queen
104	1308836	7	相信MEGAN FOX就是通过这部片火的吧，她确实比林赛要火辣，可以说有点抢镜了。不过这样的青春片还是不能满足现在的市场了，LOLA话又多又爱撒谎，不过做一个DREAMER总是没有错的，even it's wild.
105	1308836	10	我妹极力推荐我看的，结果看到一半她跟我吐槽说当年不知道为什么会觉得这样一部电影很好看。
106	1296824	9	★★★☆：罗彻斯特性格演的还蛮出味
107	1296824	7	你以为我穷，不好看，就 没有感情吗？我也会的，如果上帝赋予我财富和美貌，我一定使你难于离开我！ 就象现在我难于离开你！上帝没有这样！我们的精神是同等的！就如同你跟我经 过坟墓，将同样站在上帝面前！
108	1296824	8	随便扫了一下，我当时就只觉得构图调度真的是好 ，看到男主时觉得怎么长的那么像奥逊威尔斯 ~~查了下真的是奥逊威尔逊演的！虽然觉得他演罗彻斯特有点不太适应，但是还是对片子的调度运镜非常佩服
109	1296824	8	美国人臆想中的19世纪英国实在过于粗糙，无论是服饰还是语音上面都不是一部优秀的古装片。此一时期美国人制作了大量的欧洲名著改编片，有好有坏，《简爱》算其中较好阐释原著内涵的一部。虽然删除沼泽局一段是我不能接受的，但琼芳登塑造的简爱已成为了观众心中难以抹去的印象。
110	1296824	8	十岁左右有年夏天电视里播，一惊一乍地跟着看完了。十几年后找来重看，那些画面全部都还记得。小姑娘的演员长得很美，琼芳登也很美，竟然还有伊莉莎白泰勒，气质惊艳。电影谈不上多喜欢，但却记得。好久以后才去读了书。
111	4004731	6	做艺术的敢不敢真诚一点，就好像这样
112	4004731	6	1. 常用标签竟然没有文章？他演得太好了！！！2. 严重怀疑给这片打一星或者两星的，要么冷血，要么就是讨厌某个演员，故意往低里打。3. 新闻发布会上见证了感人一幕，决定尽力拉所有人去看这部影片！
113	4004731	6	父爱如山此话不假。李大哥弃武从文演起剧情片来，演技也是扛扛滴。
114	4004731	10	李连杰演文艺片，意外的还挺好，文章演得也不错。看得挺难受，关注自闭症患者。
115	4004731	8	事实证明一个好故事 对于一部电影来说有多么重要
116	1296444	6	画面太无力，伟大就是要从用菊花开啤酒瓶的过程中爆发出来，梵高创作的痛苦几乎被肮脏的造型凌乱的布局etc消解殆尽
117	1296444	8	本片塑造了一个执着于描绘生活且极其神经质和情绪化的梵高，配乐也非常神经质。大概正是出于这样的创作意图，导演甚至完全略过了梵高进入精神病院后精神状况好转的那一段时光，也没有提到那幅平静安详愉悦并让人感动的名作《卧室》，连做戏的卧室也未全景拍出。这不是一个完整的梵高。高更形似！【NS】
118	1296444	8	切入点很好，不用神神叨叨那套来蒙人，而是让观众对艺术家的生活有更清醒的认识。资料准备充足，演员也做了很多功课。
119	1296444	8	片子本不壞，但不符史實太多就不要叫傳記了。另有槽點：仿畫也不仿的好點兒，好幾副都給進景呢。
120	1296444	7	因为是第一次译字幕，反反复复看了好多遍，印象更深了。我始终觉得提奥比文森特更伟大，文森特的成就只限于艺术，但提奥，却更懂得做人。他与文森特之间的感情早已超越兄弟之情，那种无私的付出，直至今天仍叫人惊叹不止。提取码：t32ad25a4f，字幕射手上搜吧。
121	1308932	6	好感动的骑行青年。
122	1308932	10	当他回家告诉父亲交易赔光包括父母积蓄的所有钱时，父亲展现坚强与勇气，鼓励他回到战场继续战斗。可当他离开后无意间再次折返，却发现父亲坐在桌旁，双手抱头绝望抽泣……可惜这动人一幕没有承接，影片被摇滚动作mtv的视听俗套所接管――伊伯特
123	1308932	10	我小时候非常非常非常喜欢的电影～jack cathy的名字成了自己～直到成了toler...
124	1308932	8	都是自行车送快递，但是比 2 seconds 差很多
125	1308932	8	kevin bacon有种特别的气质……The Closer的大婶不是很衬他……
126	1756584	9	原来她是小女孩……
127	1756584	10	演奏炫技上的角逐，真正的提琴高手竟然是深藏不露的小鬼.片子的创意一般，画面于2005年来说可以称得上是独孤求败，斗曲的衔接完成得也十分好..唯独结局上少了一些灵气，一袋子金币算是搞笑了，两枚丢入池子的钱是在赌气，最后片子无更多可以让人去回想的地方，仅能忆起一曲帕格尼尼。
128	1756584	7	小家伙发怒的样子太可爱喽~：）
129	1756584	9	如今看到他就想到影志
130	1756584	6	佳作！
131	25881888	9	伍迪艾伦有三宝，犯罪，出轨，绿茶婊。
132	25881888	10	完蛋了我竟然觉得应该把女学生推下去，然后和荡妇去欧洲啊……请康德拯救我
133	25881888	6	伍迪·艾伦的电影世界里，一群中产阶级不仅爱情活在理论的可能性里，连犯罪也是，理论上解决了，现实的层面上还是流于理论上。我只是特别好奇，华金·菲尼克斯的肚子是真的吗？
134	25881888	6	和赛末点的内核完全一样：人生不过是个俄罗斯轮盘，你永远不知道运气站在哪一边。对知识分子的调侃依然在，只是相比丢出的“存在主义”命题，既没深入探讨也没干脆利落地讥讽，老头真是日渐温和。结尾太弱了，但即便这样依然无法否认其叙事的超能力，看的过程还是很享受。
135	25881888	6	宁愿老头子少拍几部精拍一部，也不要这么一年一部赶节奏似的，质量参差不齐。
136	3796608	9	三倍速看片大法，剧情滥，格局小，倒长得的漂亮。女主清清冷冷的好看，演技也不错。话说我朝学子在校一般是习得80分、斗地主入门，而彼时求学巴黎的男主在学有所成的同时亦能成为一代赌神，学术氛围高下立判。
137	3796608	6	果然是爱恨一刹那，世界本就邋遢。突然明白了十字街头的这句歌词。故事很顺畅，但衔接不太好。开端的叙事表达和节奏都很好，气质质感都到位，但后面有点做作，也可称作矫情。
138	3796608	8	年轻人冲动幼稚的、不顾一切的、不计后果的、自以为是的、所谓的爱，最终毁了Elise，也埋葬了他自己。少女一直比他清醒也比他更爱得彻底投入， 也远比他更了解爱的真谛。
139	3796608	9	颇爱这种气质的童话。男主年轻时的行为很有喜感。很让人怀念的爱情幻想。
140	3796608	9	这片子简直像一部童话。
141	26656866	6	奇迹也许不会每次都发生，但爱可以一直都在~
142	26656866	9	基督教电影不以剧情和技法取胜，在简单平实中传递美好的信息。此片讲述的奇迹看似神奇，却在特定的故事环境中可信而又充满力量。“信是所望之事的实底，是未见之事的确据。”——希伯来书11：1。
143	26656866	8	鸡汤
144	26656866	6	母亲这个角色最为我动容，这样的奇迹也是因为有这么厚重的爱做基础吧。身边的爱你的人为你做的还有那么多不相识陌生人微小的善举比神明更强大。无宗教信仰的人对这样的电影不是很有感觉，但知道这是个真实的故事就觉得很感人，可惜的是太过煽情。
145	26656866	6	这片宣教意味不弄，煽情很重；然而为人父母者，难免不被感动。
146	26299473	6	故事还行，然而经不起仔细分析，第一人称看的有些晕，其他的摄像头视角也有些不自然。
147	26299473	9	丧尸+伪纪录片 again
148	26299473	6	最脑残的一点，见了女儿就该赶紧走。第一视角很有身临其境的感觉，把感染分成5个阶段来和人性搭边，丹尼斯的死也真正让女主体会到了末世人性的迅速消失，结尾女主把生的机会留给了已感染的女儿，深沉纯粹的感情很让人动容。整个片子既有想法又有创意，算丧尸片的佳作，揭破身份之前的情节还可以再缩减
149	26299473	10	又是一部一半的短片，我也是豆瓣电影喜加一了~
150	26299473	7	倍速。全程基本是头盔摄像头视角
151	1293590	8	经典哪~他们告诉我搭乘一辆名为欲望号的街车，换车去一个叫做墓地的地方，再坐6条街区，到天堂乐土下车。
152	1293590	8	卡赞代表作,威尼斯评审团大奖。1.费雯丽与白兰度反差鲜明的伟大表演,体验派与方法派的对决。2.破碎之镜=强暴暗示=幻梦消散=虚荣与谎言的崩解=灵魂死灭。3.剧本极佳,隐晦多义,过往轨迹逐层揭示,又留有开放空间。4.黑白光影与明灭街灯。5.卖丧葬花的老妪。ps：脑补同为体验派的阿佳妮如何演。（9.0/10）
153	1293590	9	有点受不了舞台剧式的表演方式....
154	1293590	8	一个活在过去的诗性人儿最终只能在疯人院渡过余生。
155	1293590	9	请不要让我这样潦草的老去
156	26253733	7	天了噜，还能再糟糕一点吗？★
157	26253733	7	这哪里是喜剧！？
158	26253733	7	我以为这是个喜剧片~~~哎~~~结果四不像，野心挺大，媒体黑幕，商业黑幕，人心叵测，社会危机，哎呦喂，这一大箩筐的东西要塞进去，结果哪个都没成功。不过这条人鱼的形象有点意思，竟然没有违和感，呆萌呆萌滴，我的注意力显然又歪了~~~~谁让这电影本身乱七八糟~~~~
159	26253733	10	讽刺不失温情
160	26253733	7	最后的那个结局自己有点感触，其他还好吧！
161	1293137	10	保持了ESCAPE FROM NEW YORK的风格，市中心滑浪实在CULT得有喜感
162	1293137	7	第一次结识Steve Buscemi,就是通过此片！~
163	1293137	7	画风太浮夸，感觉有不少电影都沿用了这种套路，《死亡天使》《赏金杀手》一类的…问题是，东影都引进过 (╯‵□′)╯︵┻━┻
164	1293137	9	If we cannot balance the two sides, we can shut down both of them.
165	1293137	8	A.K.A. Ulatra Hyper Escape from New York Super Turbo Special Champion 10 Anniversary Edition EX：有钱就要瞎豁豁
166	6531219	7	准备移民那一段还真是揪心，结果还是可想而知。本来很温情的故事，却说不出感觉怪怪的。 片尾比较励志，老rose的儿子长大成人开了一家pie店，偶然间被蜘蛛咬了一口，最终成长为蜘蛛侠 —— 蜘蛛侠前传—我的继父and life of pie.
167	6531219	9	凱特溫絲蕾把脆弱的單親母親演得絲絲入扣，把慾望、熱情如火的內心世界詮釋得很好。喬許布洛林充滿著西部牛仔和硬漢的風格形象，很適合這個鐵漢柔情的角色。 飾演小男孩亨利的蓋特林葛瑞芬，我覺得他的演技很出色，把一個彷徨害羞的男孩角色扮演的很細緻。如果不是這些演員的話，我想評價可能會不同！
168	6531219	6	ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ-̫͡-ʔ，泪流满面。
169	6531219	9	有点狗血，三颗星给男女主的颜值
170	6531219	10	女主好美
171	1293760	8	2.5 每过几分钟就会有种“看不下去”的感觉。狠抓无厘头、适合全年龄尤其是nerd看的cult片，能在美国受到那么空前的欢迎，也许对标至今日，和《西虹市首富》在国内的情况差不多。
172	1293760	9	除了特技场面有点囧之外，其他还好。比尔·莫瑞绝对是冷面笑匠~
173	1293760	6	小时候看过动画片，现在才看了电影版，导演伊万·雷特曼还是杰森·雷特曼他爹。据说今年还要拍第三部呢。
174	1293760	7	在80s来说特效应该不错吧，西格尼的资历完全应该是队长，跟异形干过仗的大妞分明是刻意给机会被拯救啊啊啊啊 2017.1.6旮旯，还是很有冷冷的喜感，大棉花糖人。
175	1293760	9	当年Sigourney Weaver好漂亮~
176	7015732	10	其实Ulay的故事只是点缀。看到最后我似乎明白了那些流泪的观众的心情，生活中太多需要静心凝视的人和事物就这样在快节奏的步伐里错过，就像2010春夏的MoMA一样。她的生命就是艺术
177	7015732	10	本以为会是很枯燥、很空虚的艺术家传记，没想到这么深入灵魂的好看！“他们两个人漫步中国长城，一个从东边出发，一个从西边出发，最后在中点汇合，历经三个多月，可当他们相逢时，他们的感情却走到了终点…”作品之一《最后的恋人》就像一部浪漫凄美的爱情电影，令人唏嘘！锁定个人年度十佳！非常美！
178	7015732	9	论文艺女神经病如何培养女王气场
179	7015732	6	我最赞同的一点是Marina说“艺术家必须是个勇士，必须一直在战斗。”所以爱情可以毁灭，生活可以崩塌，可以被世人背叛误解遗弃，但不能放弃战斗。我在国内看过几个老艺术家的展览，他们无非是回顾、总结然后等待最后谢幕。而Marina是真正用生命在践行她的艺术，这是为什么她的艺术能一直鲜活而年轻。
180	7015732	9	表演与真实，傲慢与偏见。荒诞之表，真实之虚。
181	24879206	10	卡司都是硬菜。避税天堂下的政商勾结，间谍与反间，谋杀及其背后的故事，智商不够没跟上= =
182	24879206	8	★★★一帮腐国神卡司演绎老木逢春，整部电影大段大段的针锋相对的台词，英伦口音让人爽，喜欢的大呼过瘾，讨厌的讨厌无比。
183	24879206	7	「Johnny used to always say that life was about trust. Trust isn't always rewarded, but on the other hand, if you make decisions based on trust, then they'll have a sort of rightness to them.」「Can I as...
184	24879206	9	喜欢看这种不追求奢华的动作场面的笃悠悠的英片。伏地魔好帅
185	24879206	6	故事不错，女主是个尤物。
186	19897413	9	故事情节就算了，这对白是在说人话吗？——除非导演想表达雾霾和粉尘已经把俄罗斯人的智商全拉低了。苍白的呻吟我不埋单...
187	19897413	9	和他爹的[上帝难为]很像，你要花很长时间才能搞清楚导演的意图，看懂故事的关联性，明白电影的主题，几个章节独立展开很像读一本文学著作，台词的风格很像。俄国十月革命的一百年后，时代再次处于混乱的边缘，带着强烈的后末日时代的科幻色彩，就像一本现代俄罗斯社会的控诉书。★★★★
188	19897413	8	漫游者 伟大的注视与观察
189	19897413	8	“看我们是怎么溜这匹马的。” 异乡人、继承者，长梦、旧梦，未来总是无法摆脱历史。画面真是太安哲了！
190	19897413	7	第一章五星
191	25835479	10	金基德已经撕破任何伪装，一股脑将其通过在韩国社会生活的种种对人世间的感念直白的说出，甚至是咆哮而出。英语对白和一人分饰多角笑死了我了。最后的结尾和对话简直32个赞啊，完全和我的思路一致。金基德和我都会认为这是他最好的一部电影哒。看来不是我和金基德变态，而是这个世界太混蛋啊
